TITLE,COUNTRY,BODY,Website Link
Thousands of NDC Supporters Throng Tamale Park for Campaign Launch,ghana,"Thousands of enthusiastic members and sympathisers of the National Democratic Congress (NDC) on Saturday thronged the Jubilee Park in Tamale, the Northern Regional capital, for the launch of the party's campaign for the 2024 general election. Branded in NDC colours, the Jubilee Park beamed with myriads of activities ahead of the arrival of the flagbearer of the party and former President, John Dramani Mahama, and his entourage. Visible in and around the park were portraits of parliamentary candidates from the region and the flagbearer as street lights, cars, trees and motorcycles were all draped in the black, red, white and green colours of the party. Some other interest groups in the party like Ladies for JM, Okada Riders for JM, Youth for JM, First-Time Voters for JM, Concerned Drivers for JM, amongst others also came out in their numbers to announce their presence at the grand launch. Related Articles They displayed placards like 'Visionary JM', '24-Hour Economy is coming', 'JM the King of Infrastructure', 'My Vote is for JM', 'JM the experienced driver', 'NDC the party of choice', 'Enough if the elephant's destruction', 'The Ghana cedi has fallen flat' amongst others. The enthusiasm and readiness of the party people for the task ahead were manifested on Friday night when young men and women stayed awake with the party's advance team who were on the ground to ensure everything was ready for a flawless campaign take-off. At about 9:am Saturday, the bigwigs of the party including Professor Joshua Alabi, Head of the campaign team of the flagbearer, Richard Quashigah, Deputy Campaign Coordinator in-charge of Parliamentary Campaigns, Alex Segbefia, Head of Running Mate Campaign were on the ground to ensure everything was in order. Others, Comfort Doyoe Cudjoe, Second Deputy Minority Whip and MP for Ada, Prosper Bani, a former Chief of Staff, Mustapha Gbande, Deputy General Secretary, former Ministers of State, Members of Parliament amongst others were all on the ground to take care of the arrangements ahead of time. Attracting party people from across the five regions of the north and beyond, the launch on the theme, 'Change to reset Ghana', also served as a get-together for many people who had chit-chats in small groups as the campaign tunes blared from the public announcing systems erected in and around the park. Side attractions to the grand occasion included jama sessions, traditional Dagomba drums and dances and motor riding skits to the excitement to the charged crowd. Get the latest in African news delivered straight to your inbox By submitting above, you agree to  . Almost finished... We need to confirm your email address. To complete the process, please follow the instructions in the email we just sent you. There was a problem processing your submission. Please try again later. It was also a 'cocoa season' for persons who sold NDC paraphernalia and operators of pragya tricycles - the predominant transport means in the Tamale metropolis - were not left out of the business opportunities presented as they cashed in on the occasion. At about 1pm, the park was packed to the rafters awaiting the arrival of the former President and his running mate, Professor Naana Jane Opoku-Agyemang, and national executives of the party with a tight security of police and a few military men on the ground. The streets leading to the park were clogged with human and vehicular traffic as the multitudes made their way to the park. As protocol demands, senior national executives, starting with Fifi Fiavi Kwetey, General Secretary, Johnson Asiedu Nketia, National Chairman and the all-white-wearing Professor Naana Jane Opoku- Agyemang, running mate to the flagbearer arrived before the former President. When the flagbearer and former President, John Dramani Mahama arrived at about 2:40 pm, the noise decibels from vuvuzelas and whistles went a notch higher as the security had a tough time to shepherd the convoy through the thick crowd. For a distance of about 50 meters from the entrance to the park and the daise, it took nearly ten minutes for the car to meander its way through. Wearing a brown khaki trousers and a white shirt with the inscription 'John Mahama' at the left breast pocket side, the former President arrived to a rousing welcome with his wife, Lordina, for the takeoff of the highly patronised launch which lasted nearly three hours.",https://ghanaiantimes.com.gh/thousands-of-ndc-supporters-throng-tamale-park-for-campaign-launch/
Ghana Upholds Anti-Gay Law,ghana,"The Office of the UN High Commissioner for Human Rights ( ) on Friday denounced the recent Supreme Court ruling in Ghana that upholds the country's Criminal Offences Act, which criminalises consensual same-sex relations. According to reports, the Court on Wednesday rejected a case contesting the statute and upheld the possibility of three years in prison for violators. The country is reportedly awaiting a new court ruling that might include heavier punishments under a new law. OHCHR Spokesperson Liz Throssell said, ""  is especially concerning given reports of a recent spike in violence against LGBTQ+ people in Ghana."" Ms. Throssell highlighted the legal challenges posed by the recent Human Sexual Rights and Family Values Bill--a bill that would further criminalise members and allies of the LGBTIQ+ community--which was passed by Parliament in February but has not yet received presidential assent. She noted that this bill is harmful as it legitimises prejudice and exposes members of this community to violence and other forms of discrimination. ""It expands discriminatory criminal sanctions against LGBTQ+ people and it also criminalizes the work of human rights defenders, medical professionals, teachers, landlords, journalists, and media workers,"" she said. Ms. Throssell urged the Ghanaian Government to adhere to international human rights standards and to ""ensure that all people living in Ghana, without exception, are able to live free from violence, stigma and discrimination.""",https://news.un.org/en/story/2024/07/1152571
Wreath-Laying in Honour of Slave Trade Abolitionists Held in Accra,ghana,"A wreath-Laying ceremony was yesterday held in Accra to honour individuals who played key roles in the abolition of the slave trade in British colonies. The ceremony,which forms part of the activities to commemorate this year's Emancipation Day celebrations, took place at the W. E. B Dubois Centre, the George Padmore Library, and the Kwame Nkrumah Memorial Park all in Accra. The event was characterised by lightening of aperpetual flame by the Minister of Tourism, Art and Culture, Mr Andrew Egyapa Mercer. This was followed witha tribute to the ancestors of the Emancipation Day by kids in tourism, tape-cutting of an art gallery of the legacy of Dr Efua Sutherland, and traditional dance performances by the Ghana Dance Company. Celebrated annually, the Emancipation Day is to mark the abolition of slavery in the British Colonies in 1834, and its annual observance introduced in Ghana in 1998. This year's celebration,which started on Monday and would end on August 1, is under the theme, 'Unity and Resilience; Building Stronger Communities for a Brighter Future.' Mr Mercer laid a wreath on behalf of the government and the citizenry, the Paramount Chief of Akwamu Traditional Area, Odeneho KwafoAkoto III, on behalf of the traditional rulers, Ms Blandina Sika Gumenu, on behalf of the Youth of Africa, and the Executive Secretary of the PANAFEST Foundation, Mr Rabbi Kohain. Delivering the keynote address, Mr Mercer said the launch of initiatives such as ""Beyond the Return""and ""The Year of Return"" initiatives by the government underscored its commitment to fostering collaboration between the global African family. Get the latest in African news delivered straight to your inbox By submitting above, you agree to  . Almost finished... We need to confirm your email address. To complete the process, please follow the instructions in the email we just sent you. There was a problem processing your submission. Please try again later. Having been able to celebrate the Emancipation Day across the various regions of the country, Mr Mercer urged the citizenry and those from the diaspora to reaffirm their commitment to building a brighter future through resilience and unity. Odeneho Kwafo Akoto IIIsaid, ""despite the legacy of those dark days, our resilience has proved our greatest assetin the journey towards building a global African community we all want to see."" He urged the citizenry and those in the diaspora to use the Emancipation Day as a tool to rekindle lost heritage of the African continent. The Chief Executive Officer (CEO) of GTA, Mr Akwasi Agyeman, underscored the need for Africans, including Ghanaians, to emancipate themselves from mental slavery, considering therise of youth migration on the African continent. There were also solidarity messages by the Director, Diaspora Affairs, Office of the President, Mr Akwasi Awua Ababio, Chairperson of the International Board of Trustees, PANAFEST Foundation, Professor Esi Sutherland-Addy, and the High Commissioner of Barbados to Ghana, Mrs Juliette Babb-Riley.",https://ghanaiantimes.com.gh/wreath-laying-in-honour-of-slave-trade-abolitionists-held-in-accra/
Nana Grenade Unleashes 'Izuku' - a Fresh Wave in Alternative Hip-Hop,ghana,"Ghanaian music sensation, Nana Grenade is set to ignite 2024 with his electrifying solo debut, 'IZUKU.' Known as one half of the dynamic duo ""Kev & Grenade,"" Nana Grenade has already carved a niche for himself as one of Africa's most promising rising stars. His impressive collaborations with industry giants like E.L, Joey B, and Khaligraph Jones attest to his burgeoning influence on the music scene. 'IZUKU,' produced by Russian producer, sirenes, marks Nana Grenade's first solo endeavor of the year, setting the stage for the duo's highly anticipated next project. The track pulses with a bouncy jersey club beat, perfectly complementing its infectious chorus that chants the name of his alter ego, 'IZUKU.' It's a turn-up anthem guaranteed to have listeners on their feet, ready to hit the dance floor. 'IZUKU' is available on all digital streaming platforms globally  Accompanying the track is a visually stunning music video that dives deep into Accra's vibrant skate culture. Against this backdrop, Nana Grenade showcases his distinctive gothic fashion sense, further solidifying his reputation as one of Africa's most stylish emerging artists. Surrounded by his crew, the video captures the raw energy and camaraderie that defines Nana Grenade's musical journey. With 'IZUKU,' Nana Grenade proves he's not just a force in music but also a trendsetter in style and culture. Stay tuned as he continues to push boundaries and redefine the sound of African Hip-Hop.",https://theaccratimes.com/nana-grenade-unleashes-izuku-a-fresh-wave-in-alternative-hip-hop/
The Norwegian Embassy Failed to Do Its Job - Sports Minister,ghana,"The Minister for Youth and Sports,Mustapha Yusif, has criticized the Norwegian Embassy in Ghana for failing to conduct proper due diligence, thereby allowing individuals to enter Norway under false pretenses as Paralympic athletes. The minister's comment, made during a news conference on July 24, 2024, comes after nine members of   were reported missing upon their arrival in Oslo for the Bergen Marathon in April. According to the Minister he should not be held responsible for something that was not his responsibility. ""The Norwegian authority which issued the Visas to the Athletes didn't see it prudent to even verify from the ministry to see whether these are genuine athletes or not so to your question whether I take responsibility, I'm sorry I can't,"" Yusif said He added that diplomatic envoys have questions to answer. ""Diplomatic envoys or foreign service staff have questions to answer. They did not even register for the game. They had no intention to participate in the game,"" he said. In the aftermath, The Accra Times obtained a confidential statement dated July 3, 2024, from the Ministry of National Security to the Youth and Sports Ministry and Ministry for Foreign Affairs and Regional Integration, revealing lapses in the application process. In response to the scandal, the National Paralympic Committee has suspended three individuals accused of masterminding the incident. Get the latest in African news delivered straight to your inbox By submitting above, you agree to  . Almost finished... We need to confirm your email address. To complete the process, please follow the instructions in the email we just sent you. There was a problem processing your submission. Please try again later. Additionally, Samson Deen, President of the National Paralympic Committee, alleged that his signature was forged, amid the ongoing controversy surrounding the Ghanaian Para-athletic team's incident in Norway, which resurfaced on July 20, 2024. ""We engaged, we checked and we realised that the letter was written, they forged my signature, forged my letter and applied for visas for some people who are not athletes,"" Deen said It would be recalled that the scandal unfolded in April when nine members of an 11-person Ghanaian Para-athletic team went missing in Oslo, Norway, during the Bergen Marathon. Consequently, team coach George Gyamfi Gyasi collapsed on April 28, 2024, and subsequently passed away at Oslo University Hospital. Separately, Norwegian authorities detained para-athlete Nana Antwi. Earlier, North Tongu MP Samuel Okudzeto Ablakwa raised alarm over the Ghanaian Para-athletic team's incident in Norway, noting that the team had not registered for the Bergen Marathon, suggesting they never intended to participate. He suspected a larger scheme was at play, citing the team's ability to bypass protocols and institutions. The Minority, meanwhile, is calling for a thorough investigation into the incident.",https://theaccratimes.com/the-norwegian-embassy-failed-to-do-its-job-sports-minister/
Atta Mills Memorial Heritage Commemorates 12th Anniversary of Former President Mills' Passing,ghana,"A solemn wreath laying ceremony was yesterday held at the graveside of the late President Professor John Evans Atta Mills at the Asomdwe Park at Osu in Accra as part of activities to mark the 12th anniversary of his passing. It was organised by the National Democratic Congress (NDC) and the John Evans Atta Mills Memorial Heritage to commemorate the 12th anniversary of the passing of the late President. The NDC flagbearer John Dramani Mahama, his running mate Professor Naana Jane Opoku- Agyemang, National Chairman, Johnson Asiedu Nketia, General Secretary Fifi Fiavi Kwetey, NDC National Executives, the Atta Mills family, party sympathisers and members, and Members of Parliament. The NDC flagbearer in address paid tribute to the late President's legacy and contrasted it with current leadership in the country. ""Prof., as we all popularly call him, no doubt, is a special foil to the kind of leadership Ghanaians have had to grapple with over the last seven and a half years. He is the exact antithesis of what we've been going through today,"" he said. ""It hurts deeply that we have to make reference to our dear former President in the past tense, especially at this time when his vision, direction, and values, which he had in abundance and which Ghana so desperately needs, are in such short supply in our country today,"" Mr Mahama said. Reflecting on Prof. Mills' fiscal responsibility, he noted, ""He carefully managed our nation's resources and implemented fiscal policies that aimed at economic stability. And being a responsible leader, he was cautious about excessive borrowing and focused on sustainable development, ensuring that projects were completed efficiently and within budget."" Get the latest in African news delivered straight to your inbox By submitting above, you agree to  . Almost finished... We need to confirm your email address. To complete the process, please follow the instructions in the email we just sent you. There was a problem processing your submission. Please try again later. Mr Aseidu Nketia in his tribute to the late Professor Atta Mills, emphasised his legacy as a man of peace and unity. ""We can only remind ourselves of what the legacy of the late Professor Atta Mills is. Let us remember Professor Mills as a man of peace and unity,"" he added. He mentioned that it is rather unfortunate that after his death, some pretenders would do all manner of things to tarnish his image, things the late former President never stood for. The Superintendent Minister for Tema Manhean Circuit of the Methodist Church, Ghana, Very Rev. Amos Justice Pobee, in his sermon at the memorial service emphasised that Prof. Mills' legacy of hard work and good deeds will never be forgotten. ""Even as he's dead, we still remember the good deeds that he did. And these good deeds that he did will never be erased in the minds of Ghanaians and people outside this nation of ours,"" he said, adding that Prof. Mills was lauded for his selflessness and his calm, forgiving nature in the face of adversity. The Superintendent Minister encouraged attendees to strive for lives of purpose and positive impact, much like Prof. Mills. ""Would you be remembered for good deeds? Would you be remembered for the things that you have done for your society?"" he asked. The former leader of the country served as President of Ghana from January 7, 2009, until his passing on July 24, 2012.",https://ghanaiantimes.com.gh/atta-mills-memorial-heritage-commemorates-12th-anniversary-of-former-president-mills-passing/
Ghana Faces Extreme Economic Challenges - Finance Minister,ghana,"The Finance and Economic Planning Minister, Dr. Mohammed Amin Adam, has shown empathy towards Ghanaians facing economic difficulties. On Tuesday, July 23, 2024, the Karaga MP presented the Mid-Year Fiscal Policy Review in Parliament, expressing concerns about ongoing challenges that have affected businesses, families, and vulnerable individuals for the past two years. ""Mr. Speaker, the last two years have been extremely challenging globally, and Ghana has not been an exception. The difficult economic environment has truly affected businesses and families, particularly the vulnerable in our society,"" Adam said. According to him, the current challenges have had a severe impact on households, increasing the cost of living and limiting job opportunities, forcing young people to seek employment elsewhere. ""These challenges have severely affected households, increased the cost of living and limited the creation of job opportunities. Our young people continue to seek employment opportunities beyond what the State can provide. It has, indeed, Mr. Speaker, been a difficult time and I empathise with our entire fellow Ghanaians,"" he said. He further pointed out that the measures taken by the government are paying off, as the implemented policies are achieving the intended outcomes. ""Mr. Speaker, over the last two years, the Government has embarked on a number of decisive measures to get us back on the path of fiscal consolidation, economic stability and growth. I am happy to note that these policies that we have implemented are yielding the expected results,"" he added.",https://theaccratimes.com/ghana-faces-extreme-economic-challenges-finance-minister-admits/
Africa's Largest Rooftop Solar Plant Inaugurated in Tema,ghana,"Ghana's desire to fast-track its renewable energy rate had a major boost when a 16.82 megawatts rooftop photo voltaic solar plant was inaugurated in Tema yesterday. Owned by LMI Holding Company Limited, it is the largest single roof top solar plant in Africa and constructed at the cost of $17 million. Solar power generated would be distributed to its clients within the Tema Free Zone Enclave (TFZE) industrial zone. Also known as the Mega Warehouse Rooftop Solar PV Project, it would become a beacon of sustainable renewable power progress in the country. The project spans 95.745 square metre (20 football fields) and forecasted to generate 24.7 Gwh per year in clean energy output. Financed by the International Finance Corporation (IFC), the project would play a pivoted role towards renewable energy in the country's industrial landscape. Commissioning the project, Minister of State for Energy, Mr Herbert Krapah commended LMI Holding for their feat and for establishing it at the doorsteps of TFZE. He said the project was aligned with the government's energy objectives aimed at enhancing energy security industrial clients. It would also provide access to clean reliable and cost efficient sources of power via solar energy, he added. He lauded the IFC for funding the project and other LMI ones and appealed to the corporation to do same to other private companies in the solar energy sector. According to Mr Krapah the project would not only provide employment but also empower young people through skills training. Get the latest in African news delivered straight to your inbox By submitting above, you agree to  . Almost finished... We need to confirm your email address. To complete the process, please follow the instructions in the email we just sent you. There was a problem processing your submission. Please try again later. The Managing Director of LMI Holdings, Mr Adiai Opoku-Boamah, stressed that the workforce has been entirely Ghanaian engineers and technicians which demonstrate local capacity in producing high quality work. He stated that businesses operating within the Free Zones Enclave in Tema who would benefit from power generated from the plant would boast their green credentials on the world stage and enhance the competitiveness of their products, particularly those exported worldwide. Mr Opoku-Boamah said although LMI Holdings was proud of its achievements, it was only a first step into the renewable energy generation space. He announced that the company targets generating up to 1000 megawatts of renewable energy by the year 2030. To this end, LMI Holdings had secured a 2,300 acre land bank at Dawa near Ada in the Greater Accra Region to be developed into a solar park. He said over the next six years, the company intends to invest over USD 1 Billion into the local economy in expanding renewable energy programme. ""I am happy to announce that the IFC approved in December 2023 a USD 110 million facility for LMI Holdings to develop an additional 150 megawatts of solar energy in Dawa. Work has already begun in earnest,"" he said. FROM IAN MOTEY, TEMA",https://ghanaiantimes.com.gh/africas-largest-rooftop-solar-plant-inaugurated-in-tema/
Minority Mocks Bawumia's Debate Bid - 'Driver's Mate' Not Fit for Mahama,ghana,"The Minority in Parliament has expressed opposition to the Majority's suggestion that the flagbearer of the National Democratic Congress, John Mahama, and the flagbearer of the New Patriotic Party, Dr. Mahamudu Bawumia, engage in a debate before the December 7 elections. On Tuesday, July 23, the Majority caucus, through its leader Alexander Afenyo-Markin, requested a debate between Dr. Bawumia and Mr. Mahama, asserting that it would provide an opportunity for Ghanaians to assess the parties' economic governance credentials. But on Wednesday, July 24, Dr. Cassiel Ato Forson rejected the proposal, likening Dr. Bawumia to a ""driver's mate"" who, he implied, was not qualified to debate an experienced driver like John Mahama. ""Mr Speaker, monkeys they say play by sizes. Mr Speaker, how can a driver's mate debate an experienced driver? Mr Speaker in this house the spokesperson for the minority on the issues of finance is Hon. Adongo, the spokesperson for the minority for the issues of the economy is honourable Kwaku Ricketts Hagan and the spokesperson for the budget for the minority is honourable Ampem Darko,"" Ato Forson said. Ato Forson further proposed that the Vice President, Dr. Bawumia, should first debate the Minority caucus' economic and budget spokespersons before considering a debate with former President Mahama. ""Mr Speaker we all know that the Chairman of the Economic Management team is the Vice President so the Vice President can only debate honourable Adongo. He should debate honourable Adongo or debate honourable Ricketts Hagan before he considers debating former president John Mahama,"" he added.",https://theaccratimes.com/minority-mocks-bawumias-debate-bid-drivers-mate-not-fit-for-mahama/
Babile D/A Primary School Cries for Support to Prevent School Collapse,ghana,"The lack of school furniture at Babile D/A Primary School in the Lawra District of the Upper West Region has forced the majority of pupils to lie on their stomachs on the bare classroom floor during school hours. This situation has caused many children to drop out of school since they could not always lie on the floor in their quest to acquire a formal education. Most parents are compelled to send their children to the farm to assist them instead of allowing them to go to school. When the   visited the school yesterday, it observed that teachers also found it difficult to move round the classrooms to teach because of the lack of space in them. While some lie down, others sit on the ground, creating a haphazard arrangement. Part of the cemented floor of the classrooms of the primary block had worn off, leaving holes in them. In an interview, one of the teachers, Mr Alhassan Jarimaya, said the dilapidated nature of the classroom blocks and the lack of furniture were affecting teaching and learning in the school. ""For a student to concentrate well in class, there should be some kind of comfort in the classroom. But because of the lack of furniture in our school, it has brought down the performance of the students. When a teacher is teaching, they do not pay attention and some even doze off,"" he said. He said the majority of the students struggle to follow the lessons since they found it very difficult and uncomfortable to lie on their stomachs every day to participate in the academic work. Get the latest in African news delivered straight to your inbox By submitting above, you agree to  . Almost finished... We need to confirm your email address. To complete the process, please follow the instructions in the email we just sent you. There was a problem processing your submission. Please try again later. Mr Jarimaya revealed that enrolment in the school had reduced drastically due to the lack of furniture and good classrooms for smooth teaching and learning. The Assembly Member for the Babile Electoral Area, Zola Dabuo, expressed worry about the situation, stressing that it was affecting enrolment in the school. He said all efforts made to get the authorities to work on the dilapidated building and also help the school with furniture had proven futile. He, therefore, appealed to the MP of the Lawra Constituency, the government, and philanthropists to come to the aid of the school. A parent, Baari Cynthia, said ""I have to wash my children's school uniform almost every day. They are always dirty when they return from school. I sometimes feel like withdrawing them from the school to come and join me in my business because I have no money to send them to a private school."" Attempts by the   to reach Mr Bede Ziedeng, the Member of Parliament for the Constituency, and Mr Jacob Dery, the Lawra Municipal Chief Executive, were unsuccessful. Multiple phone calls to them were neither answered nor returned.",https://ghanaiantimes.com.gh/babile-d-a-primary-school-cries-for-support-to-prevent-school-collapse/
,ghana,,
